"ID","HowToGet"
"openintro-russian_influence_on_us_election_2016","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/russian_influence_on_us_election_2016.csv""]"
"openintro-salinity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/salinity.csv""]"
"openintro-sat_improve","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sat_improve.csv""]"
"openintro-satgpa","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/satgpa.csv""]"
"openintro-scotus_healthcare","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/scotus_healthcare.csv""]"
"openintro-seattlepets","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/seattlepets.csv""]"
"openintro-sex_discrimination","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sex_discrimination.csv""]"
"openintro-simulated_normal","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/simulated_normal.csv""]"
"openintro-simulated_scatter","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/simulated_scatter.csv""]"
"openintro-sinusitis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sinusitis.csv""]"
"openintro-sleep_deprivation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sleep_deprivation.csv""]"
"openintro-smallpox","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/smallpox.csv""]"
"openintro-smoking","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/smoking.csv""]"
"openintro-snowfall","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/snowfall.csv""]"
"openintro-socialexp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/socialexp.csv""]"
"openintro-solar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/solar.csv""]"
"openintro-sp500","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sp500.csv""]"
"openintro-sp500_1950_2018","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sp500_1950_2018.csv""]"
"openintro-sp500_seq","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sp500_seq.csv""]"
"openintro-speed_gender_height","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/speed_gender_height.csv""]"
"openintro-ssd_speed","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ssd_speed.csv""]"
"openintro-starbucks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/starbucks.csv""]"
"openintro-stats_scores","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/stats_scores.csv""]"
"openintro-stem_cell","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/stem_cell.csv""]"
"openintro-stent30","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/stent30.csv""]"
"openintro-stent365","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/stent365.csv""]"
"openintro-stocks_18","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/stocks_18.csv""]"
"openintro-student_housing","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/student_housing.csv""]"
"openintro-student_sleep","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/student_sleep.csv""]"
"openintro-sulphinpyrazone","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/sulphinpyrazone.csv""]"
"openintro-supreme_court","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/supreme_court.csv""]"
"openintro-teacher","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/teacher.csv""]"
"openintro-textbooks","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/textbooks.csv""]"
"openintro-thanksgiving_spend","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/thanksgiving_spend.csv""]"
"openintro-tips","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/tips.csv""]"
"openintro-toohey","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/toohey.csv""]"
"openintro-tourism","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/tourism.csv""]"
"openintro-toy_anova","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/toy_anova.csv""]"
"openintro-transplant","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/transplant.csv""]"
"openintro-ucla_f18","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ucla_f18.csv""]"
"openintro-ucla_textbooks_f18","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ucla_textbooks_f18.csv""]"
"openintro-ukdemo","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/ukdemo.csv""]"
"openintro-unempl","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/unempl.csv""]"
"openintro-unemploy_pres","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/unemploy_pres.csv""]"
"openintro-winery_cars","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/winery_cars.csv""]"
"openintro-xom","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/xom.csv""]"
"openintro-yawn","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/yawn.csv""]"
"openintro-yrbss","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/yrbss.csv""]"
"openintro-yrbss_samp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/openintro/yrbss_samp.csv""]"
"palmerpenguins-penguins","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/palmerpenguins/penguins.csv""]"
"plm-Cigar","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Cigar.csv""]"
"plm-Crime","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Crime.csv""]"
"plm-EmplUK","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/EmplUK.csv""]"
"plm-Gasoline","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Gasoline.csv""]"
"plm-Grunfeld","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Grunfeld.csv""]"
"plm-Hedonic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Hedonic.csv""]"
"plm-LaborSupply","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/LaborSupply.csv""]"
"plm-Males","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Males.csv""]"
"plm-Parity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Parity.csv""]"
"plm-Produc","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Produc.csv""]"
"plm-RiceFarms","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/RiceFarms.csv""]"
"plm-Snmesp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Snmesp.csv""]"
"plm-SumHes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/SumHes.csv""]"
"plm-Wages","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plm/Wages.csv""]"
"plyr-baseball","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plyr/baseball.csv""]"
"plyr-ozone","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/plyr/ozone.csv""]"
"pscl-absentee","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/absentee.csv""]"
"pscl-admit","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/admit.csv""]"
"pscl-AustralianElectionPolling","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/AustralianElectionPolling.csv""]"
"pscl-AustralianElections","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/AustralianElections.csv""]"
"pscl-bioChemists","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/bioChemists.csv""]"
"pscl-ca2006","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/ca2006.csv""]"
"pscl-EfronMorris","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/EfronMorris.csv""]"
"pscl-iraqVote","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/iraqVote.csv""]"
"pscl-partycodes","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/partycodes.csv""]"
"pscl-politicalInformation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/politicalInformation.csv""]"
"pscl-presidentialElections","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/presidentialElections.csv""]"
"pscl-prussian","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/prussian.csv""]"
"pscl-RockTheVote","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/RockTheVote.csv""]"
"pscl-state.info","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/state.info.csv""]"
"pscl-UKHouseOfCommons","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/UKHouseOfCommons.csv""]"
"pscl-unionDensity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/unionDensity.csv""]"
"pscl-vote92","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/pscl/vote92.csv""]"
"psych-Bechtoldt","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Bechtoldt.csv""]"
"psych-Bechtoldt.1","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Bechtoldt.1.csv""]"
"psych-Bechtoldt.2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Bechtoldt.2.csv""]"
"psych-bfi","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/bfi.csv""]"
"psych-cattell","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/cattell.csv""]"
"psych-Damian","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Damian.csv""]"
"psych-Dwyer","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Dwyer.csv""]"
"psych-Gleser","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Gleser.csv""]"
"psych-Gorsuch","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Gorsuch.csv""]"
"psych-Harman.5","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Harman.5.csv""]"
"psych-Harman.8","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Harman.8.csv""]"
"psych-Harman.political","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Harman.political.csv""]"
"psych-Holzinger","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Holzinger.csv""]"
"psych-Holzinger.9","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Holzinger.9.csv""]"
"psych-Reise","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Reise.csv""]"
"psych-sat.act","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/sat.act.csv""]"
"psych-Schmid","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Schmid.csv""]"
"psych-Tal.Or","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Tal.Or.csv""]"
"psych-Thurstone","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Thurstone.csv""]"
"psych-Thurstone.33","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Thurstone.33.csv""]"
"psych-Thurstone.9","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Thurstone.9.csv""]"
"psych-Tucker","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/Tucker.csv""]"
"psych-withinBetween","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/psych/withinBetween.csv""]"
"quantreg-barro","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/barro.csv""]"
"quantreg-Bosco","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/Bosco.csv""]"
"quantreg-CobarOre","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/CobarOre.csv""]"
"quantreg-engel","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/engel.csv""]"
"quantreg-gasprice","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/gasprice.csv""]"
"quantreg-Mammals","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/Mammals.csv""]"
"quantreg-uis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/quantreg/uis.csv""]"
"reshape2-french_fries","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/reshape2/french_fries.csv""]"
"reshape2-smiths","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/reshape2/smiths.csv""]"
"reshape2-tips","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/reshape2/tips.csv""]"
"robustbase-aircraft","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/aircraft.csv""]"
"robustbase-airmay","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/airmay.csv""]"
"robustbase-alcohol","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/alcohol.csv""]"
"robustbase-ambientNOxCH","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/ambientNOxCH.csv""]"
"robustbase-Animals2","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/Animals2.csv""]"
"robustbase-biomassTill","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/biomassTill.csv""]"
"robustbase-bushfire","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/bushfire.csv""]"
"robustbase-carrots","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/carrots.csv""]"
"robustbase-cloud","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/cloud.csv""]"
"robustbase-coleman","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/coleman.csv""]"
"robustbase-condroz","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/condroz.csv""]"
"robustbase-CrohnD","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/CrohnD.csv""]"
"robustbase-cushny","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/cushny.csv""]"
"robustbase-delivery","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/delivery.csv""]"
"robustbase-education","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/education.csv""]"
"robustbase-epilepsy","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/epilepsy.csv""]"
"robustbase-exAM","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/exAM.csv""]"
"robustbase-foodstamp","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/foodstamp.csv""]"
"robustbase-hbk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/hbk.csv""]"
"robustbase-heart","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/heart.csv""]"
"robustbase-kootenay","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/kootenay.csv""]"
"robustbase-lactic","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/lactic.csv""]"
"robustbase-los","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/los.csv""]"
"robustbase-milk","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/milk.csv""]"
"robustbase-NOxEmissions","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/NOxEmissions.csv""]"
"robustbase-pension","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/pension.csv""]"
"robustbase-phosphor","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/phosphor.csv""]"
"robustbase-pilot","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/pilot.csv""]"
"robustbase-possumDiv","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/possumDiv.csv""]"
"robustbase-pulpfiber","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/pulpfiber.csv""]"
"robustbase-radarImage","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/radarImage.csv""]"
"robustbase-salinity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/salinity.csv""]"
"robustbase-SiegelsEx","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/SiegelsEx.csv""]"
"robustbase-starsCYG","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/starsCYG.csv""]"
"robustbase-steamUse","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/steamUse.csv""]"
"robustbase-telef","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/telef.csv""]"
"robustbase-toxicity","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/toxicity.csv""]"
"robustbase-vaso","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/vaso.csv""]"
"robustbase-wagnerGrowth","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/wagnerGrowth.csv""]"
"robustbase-wood","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/robustbase/wood.csv""]"
"rpart-car.test.frame","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/rpart/car.test.frame.csv""]"
"rpart-car90","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/rpart/car90.csv""]"
"rpart-cu.summary","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/rpart/cu.summary.csv""]"
"rpart-kyphosis","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/rpart/kyphosis.csv""]"
"rpart-solder","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/rpart/solder.csv""]"
"rpart-stagec","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/rpart/stagec.csv""]"
"sandwich-InstInnovation","Import[""https://vincentarelbundock.github.io/Rdatasets/csv/sandwich/InstInnovation.csv""]"
